@relation Protein
@attribute Feature1 real
@attribute Feature2 real
@attribute Feature3 real
@attribute Feature4 real
@attribute Feature5 real
@attribute Feature6 real
@attribute Feature7 real
@attribute Feature8 real
@attribute Feature9 real
@attribute Feature10 real
@attribute Feature11 real
@attribute Feature12 real
@attribute Feature13 real
@attribute Feature14 real
@attribute Feature15 real
@attribute Feature16 real
@attribute Feature17 real
@attribute Feature18 real
@attribute Feature19 real
@attribute Feature20 real
@attribute Feature21 real
@attribute Feature22 real
@attribute Feature23 real
@attribute Feature24 real
@attribute Feature25 real
@attribute Feature26 real
@attribute Feature27 real
@attribute Feature28 real
@attribute Feature29 real
@attribute Feature30 real
@attribute Feature31 real
@attribute Feature32 real
@attribute Feature33 real
@attribute Feature34 real
@attribute Feature35 real
@attribute Feature36 real
@attribute Feature37 real
@attribute Feature38 real
@attribute Feature39 real
@attribute Feature40 real
@attribute Feature41 real
@attribute Feature42 real
@attribute Feature43 real
@attribute Feature44 real
@attribute Feature45 real
@attribute Feature46 real
@attribute Feature47 real
@attribute Feature48 real
@attribute Feature49 real
@attribute Feature50 real
@attribute Feature51 real
@attribute Feature52 real
@attribute Feature53 real
@attribute Feature54 real
@attribute Feature55 real
@attribute Feature56 real
@attribute Feature57 real
@attribute Feature58 real
@attribute Feature59 real
@attribute Feature60 real
@attribute Feature61 real
@attribute Feature62 real
@attribute Feature63 real
@attribute Feature64 real
@attribute Feature65 real
@attribute Feature66 real
@attribute Feature67 real
@attribute Feature68 real
@attribute Feature69 real
@attribute Feature70 real
@attribute Feature71 real
@attribute Feature72 real
@attribute Feature73 real
@attribute Feature74 real
@attribute Feature75 real
@attribute Feature76 real
@attribute Feature77 real
@attribute Feature78 real
@attribute Feature79 real
@attribute Feature80 real
@attribute Feature81 real
@attribute Feature82 real
@attribute Feature83 real
@attribute Feature84 real
@attribute Feature85 real
@attribute Feature86 real
@attribute Feature87 real
@attribute Feature88 real
@attribute Feature89 real
@attribute Feature90 real
@attribute Feature91 real
@attribute Feature92 real
@attribute Feature93 real
@attribute Feature94 real
@attribute Feature95 real
@attribute Feature96 real
@attribute Feature97 real
@attribute Feature98 real
@attribute Feature99 real
@attribute Feature100 real
@attribute Feature101 real
@attribute Feature102 real
@attribute Feature103 real
@attribute Feature104 real
@attribute Feature105 real
@attribute Feature106 real
@attribute Feature107 real
@attribute Feature108 real
@attribute Feature109 real
@attribute Feature110 real
@attribute Feature111 real
@attribute Feature112 real
@attribute Feature113 real
@attribute Feature114 real
@attribute Feature115 real
@attribute Feature116 real
@attribute Feature117 real
@attribute Feature118 real
@attribute Feature119 real
@attribute Feature120 real
@attribute Feature121 real
@attribute Feature122 real
@attribute Feature123 real
@attribute Feature124 real
@attribute Feature125 real
@attribute Feature126 real
@attribute Feature127 real
@attribute Feature128 real
@attribute Feature129 real
@attribute Feature130 real
@attribute Feature131 real
@attribute Feature132 real
@attribute Feature133 real
@attribute Feature134 real
@attribute Feature135 real
@attribute Feature136 real
@attribute Feature137 real
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27}
@data
0.053591,0.048658,0.051012,0.050458,0.047495,0.049238,0.048686,0.054927,0.048442,0.050981,0.048660,0.048767,0.049566,0.048114,0.047048,0.053230,0.053237,0.046518,0.049921,0.051452,0.052142,0.049601,0.052208,0.050275,0.046754,0.050153,0.049172,0.052753,0.047882,0.049560,0.048514,0.050001,0.048342,0.046604,0.050736,0.053295,0.053963,0.047934,0.048790,0.051320,0.052928,0.048280,0.050844,0.049017,0.048652,0.050423,0.048835,0.054209,0.047851,0.050389,0.049875,0.049056,0.050027,0.047611,0.049359,0.053449,0.053703,0.045466,0.048606,0.051419,2.982541,0.049724,0.044199,0.044199,0.005525,0.027624,0.182320,0.016575,0.055249,0.005525,0.044199,0.005525,0.088398,0.082873,0.038674,0.038674,0.066298,0.088398,0.038674,0.044199,0.033149,2.729724,181,0.038674,0.430939,0.824894,0.941176,0.000000,0.062500,0.696175,0.769443,0.995268,0.994413,4.749694,-0.142442,0.998695,0.092923,0.905028,0.456213,0.409077,0.961332,0.994413,3.315713,0.022435,0.980973,0.029688,0.072626,0.541699,0.078019,0.380282,0.070232,0.039205,0.012762,-0.006857,-0.019730,-0.025018,-0.025996,-0.026122,-0.026105,0.025928,0.021991,0.017189,0.012341,0.007528,0.003050,-0.000245,-0.002264,-0.002469,0.072829,0.041779,0.014066,-0.007649,-0.020503,-0.025611,-0.026693,-0.026359,-0.025226 ,14
0.053453,0.048181,0.051755,0.050993,0.047104,0.048982,0.049007,0.053789,0.048988,0.050229,0.048369,0.048242,0.049312,0.048262,0.047455,0.053235,0.052989,0.047035,0.050605,0.052017,0.051699,0.049439,0.052172,0.050040,0.046607,0.049437,0.048881,0.051994,0.047444,0.051251,0.049552,0.049873,0.049521,0.046944,0.050656,0.052900,0.053812,0.046581,0.049025,0.052173,0.052814,0.048165,0.051166,0.049876,0.047872,0.050705,0.048901,0.054665,0.047408,0.050423,0.049373,0.048652,0.050360,0.047362,0.049628,0.053533,0.052797,0.046356,0.048869,0.051076,2.983183,0.045455,0.050505,0.055556,0.015152,0.030303,0.186869,0.025253,0.085859,0.005051,0.035354,0.005051,0.075758,0.070707,0.030303,0.025253,0.060606,0.070707,0.030303,0.060606,0.035354,2.742898,198,0.045455,0.434343,0.842681,0.947368,0.000000,0.111111,0.693912,0.768969,0.998163,0.994898,4.654641,-0.109347,0.999183,0.084267,0.479592,0.448583,0.407431,0.961598,0.494898,3.341081,-0.017021,0.975726,0.025300,0.096939,0.521350,0.083140,0.395510,0.069611,0.034662,0.010080,-0.005364,-0.011624,-0.011878,-0.010882,-0.008334,-0.006469,0.028802,0.024228,0.019449,0.014377,0.009217,0.004375,0.000021,-0.002165,-0.002361,0.075681,0.040769,0.013950,-0.003827,-0.012311,-0.013221,-0.011278,-0.010141,-0.009200 ,14
0.051346,0.048748,0.051498,0.047656,0.047203,0.049278,0.050699,0.054600,0.051355,0.052501,0.044715,0.048124,0.047382,0.048148,0.050059,0.051391,0.050958,0.051135,0.050397,0.052807,0.051318,0.048257,0.049509,0.045587,0.054536,0.050002,0.046259,0.055433,0.052183,0.046760,0.046464,0.047226,0.053159,0.049296,0.044872,0.053760,0.050911,0.055458,0.049541,0.049467,0.055273,0.048848,0.047669,0.046124,0.052908,0.048498,0.046786,0.045163,0.053895,0.053998,0.053463,0.047088,0.050753,0.049123,0.043888,0.050657,0.053515,0.048724,0.049676,0.053952,2.970636,0.069767,0.069767,0.000000,0.046512,0.023256,0.139535,0.069767,0.046512,0.000000,0.046512,0.000000,0.046512,0.069767,0.046512,0.093023,0.023256,0.023256,0.069767,0.093023,0.023256,2.708838,43,0.000000,0.465116,0.690711,1.000000,0.000000,0.000000,0.732385,0.395122,0.929012,0.975610,2.821855,-0.447316,0.929012,0.092930,0.243902,0.450096,0.395122,0.929012,0.731707,2.869497,-0.375858,0.929012,0.094121,0.243902,0.533060,0.026790,0.440151,0.071694,0.025906,-0.002321,-0.030339,-0.030124,-0.015080,-0.005605,0.000729,0.013466,0.000851,0.000403,0.000599,0.000624,0.000566,0.000326,0.000234,0.000165,-0.000006,0.069818,0.024280,-0.004337,-0.034870,-0.035254,-0.017860,-0.004078,0.002424,0.012386 ,14
0.052595,0.050989,0.051083,0.051692,0.049547,0.050789,0.053109,0.055757,0.048929,0.047301,0.046937,0.051096,0.048137,0.048490,0.047256,0.053446,0.052753,0.044976,0.047486,0.047631,0.050002,0.052352,0.051394,0.050852,0.044089,0.055317,0.053476,0.045871,0.048902,0.048165,0.048940,0.056312,0.050268,0.048040,0.051246,0.052599,0.052271,0.044186,0.047733,0.047984,0.049380,0.053630,0.050415,0.053093,0.044618,0.053152,0.056080,0.049025,0.049763,0.047673,0.049353,0.052336,0.049987,0.048819,0.046574,0.052005,0.049916,0.045967,0.050463,0.047752,2.983750,0.027778,0.027778,0.111111,0.111111,0.055556,0.111111,0.000000,0.083333,0.055556,0.083333,0.000000,0.055556,0.027778,0.027778,0.111111,0.027778,0.055556,0.000000,0.000000,0.027778,2.630253,36,0.500000,0.000000,0.693147,0.000000,1.000000,0.000000,0.253472,0.404635,0.964758,0.970588,3.026590,-2.706139,0.947137,0.162142,0.382353,0.422989,0.404635,0.964758,0.970588,3.026590,-2.706139,0.947137,0.162142,0.382353,0.523083,0.415220,0.061697,0.083039,0.067231,0.050005,0.032361,0.017148,0.011034,0.004497,0.002072,-0.000518,0.086746,0.073821,0.060327,0.045884,0.032193,0.021384,0.011576,0.004782,-0.001077,0.002862,0.002303,0.001357,0.000565,-0.000268,-0.000208,-0.000557,-0.000765,-0.000332 ,14
0.052094,0.050343,0.050447,0.050633,0.046363,0.050773,0.051547,0.049730,0.050285,0.049670,0.049368,0.052826,0.050958,0.048388,0.048214,0.051948,0.051254,0.044630,0.049633,0.050895,0.052304,0.050738,0.050670,0.049447,0.046213,0.051867,0.051704,0.051283,0.051865,0.047160,0.047200,0.051254,0.050125,0.048035,0.049908,0.052235,0.051556,0.046937,0.051062,0.048439,0.052056,0.050484,0.051195,0.050384,0.046330,0.050910,0.051320,0.051659,0.048152,0.049727,0.048475,0.051433,0.050116,0.046762,0.049726,0.052668,0.053490,0.046316,0.047744,0.051051,2.983339,0.072848,0.026490,0.052980,0.066225,0.033113,0.125828,0.052980,0.052980,0.092715,0.033113,0.013245,0.039735,0.059603,0.026490,0.052980,0.026490,0.033113,0.072848,0.026490,0.039735,2.870276,151,0.000000,0.370861,0.659412,1.000000,0.000000,0.000000,0.685418,0.435970,0.976701,0.993289,3.593979,-0.079607,0.986894,0.042737,0.201342,0.541048,0.436423,0.977140,0.993289,3.582157,-0.078894,0.987323,0.042685,0.201342,0.562189,0.084919,0.352893,0.060526,0.036358,0.014697,-0.002249,-0.010693,-0.011126,-0.010542,-0.008538,-0.007047,0.011063,0.009437,0.007953,0.006661,0.005925,0.005313,0.004684,0.004807,0.004780,0.071082,0.047536,0.024788,0.005710,-0.005572,-0.007041,-0.005615,-0.002822,-0.000846 ,14
0.047729,0.050933,0.054734,0.051549,0.044040,0.052002,0.051183,0.044422,0.055415,0.051527,0.046787,0.051627,0.048820,0.049497,0.047362,0.051782,0.050626,0.046300,0.052010,0.051654,0.052323,0.049896,0.049256,0.047622,0.048220,0.049482,0.046855,0.046494,0.049551,0.052527,0.051584,0.049492,0.053371,0.049548,0.050956,0.051717,0.051388,0.049090,0.048300,0.052330,0.052417,0.048663,0.050759,0.047992,0.045013,0.051435,0.048948,0.056553,0.049132,0.048012,0.048039,0.047875,0.050506,0.047337,0.047915,0.054903,0.056290,0.048744,0.048985,0.050481,2.972946,0.037037,0.024691,0.049383,0.037037,0.012346,0.061728,0.024691,0.111111,0.000000,0.049383,0.012346,0.123457,0.098765,0.037037,0.098765,0.061728,0.061728,0.037037,0.037037,0.024691,2.765536,81,0.000000,0.333333,0.636514,1.000000,0.000000,0.000000,0.666666,0.472898,0.974605,0.987342,3.433519,-0.245602,0.982841,0.100703,0.189873,0.570223,0.472898,0.974605,0.987342,3.433519,-0.245602,0.982841,0.100703,0.189873,0.617083,0.049267,0.333649,0.102421,0.067238,0.030992,0.004457,-0.012050,-0.021721,-0.026776,-0.032928,-0.041813,0.007732,0.006202,0.004284,0.002406,0.000808,-0.000807,-0.001608,-0.001866,-0.002004,0.112365,0.077469,0.040791,0.014799,-0.003209,-0.015459,-0.023982,-0.035598,-0.048685 ,14
0.051882,0.049373,0.053368,0.050964,0.046224,0.048311,0.047202,0.048776,0.047828,0.051884,0.051105,0.048475,0.050872,0.047944,0.049240,0.053129,0.053426,0.048213,0.048941,0.052844,0.049986,0.049780,0.051337,0.049709,0.048907,0.051608,0.049155,0.049063,0.051054,0.049625,0.049363,0.050210,0.050774,0.046867,0.049991,0.051888,0.053072,0.047981,0.049296,0.050333,0.051081,0.049715,0.052117,0.048393,0.046463,0.049514,0.047308,0.051474,0.050294,0.050981,0.047680,0.048496,0.050308,0.050774,0.048322,0.052037,0.051497,0.049888,0.051131,0.052529,2.970876,0.019737,0.065789,0.072368,0.032895,0.006579,0.111842,0.013158,0.065789,0.019737,0.039474,0.019737,0.092105,0.098684,0.052632,0.059211,0.039474,0.039474,0.059211,0.046053,0.046053,2.832027,152,0.105263,0.282895,0.894770,0.800000,0.000000,0.333333,0.589226,0.655660,0.994677,0.993333,4.182530,-0.113154,0.996315,0.073737,0.413333,0.526783,0.434899,0.959259,0.993333,3.657021,-0.051937,0.970782,0.046875,0.120000,0.607546,0.103680,0.288775,0.107431,0.075863,0.045727,0.016609,-0.003735,-0.020360,-0.031407,-0.032739,-0.033193,0.052575,0.046585,0.039008,0.030972,0.022060,0.013815,0.005685,0.001284,-0.001608,0.108262,0.079477,0.050787,0.022475,0.001134,-0.018382,-0.032730,-0.039644,-0.044839 ,14
0.048892,0.050092,0.053141,0.049347,0.045056,0.053344,0.049802,0.044803,0.050147,0.049463,0.050673,0.050617,0.051619,0.045738,0.050167,0.053934,0.054774,0.047336,0.049931,0.051125,0.050597,0.048386,0.050892,0.051715,0.050749,0.049977,0.049018,0.053987,0.050355,0.048665,0.047485,0.048364,0.049066,0.049273,0.049448,0.051144,0.051058,0.048152,0.050776,0.050894,0.052550,0.049423,0.052371,0.048678,0.046062,0.048054,0.047140,0.050769,0.050803,0.052056,0.048461,0.049228,0.051022,0.049352,0.046945,0.052608,0.052017,0.048839,0.051045,0.052578,2.976183,0.027523,0.073394,0.082569,0.018349,0.009174,0.110092,0.027523,0.055046,0.009174,0.027523,0.018349,0.073394,0.064220,0.045872,0.091743,0.036697,0.036697,0.073394,0.064220,0.055046,2.828340,109,0.165138,0.256881,0.963404,0.714286,0.000000,0.500000,0.547018,0.602187,0.983309,0.990654,4.078477,-0.275295,0.986237,0.106340,0.644860,0.497235,0.429730,0.974969,0.990654,3.505833,-0.019235,0.983176,0.061518,0.186916,0.603144,0.153735,0.243121,0.112317,0.083169,0.051842,0.020987,0.002197,-0.008202,-0.015447,-0.012049,-0.008702,0.085686,0.075936,0.065744,0.053556,0.041581,0.030236,0.018293,0.008634,0.001659,0.095573,0.071218,0.043626,0.016877,-0.004331,-0.018838,-0.029038,-0.031909,-0.029664 ,14
0.050556,0.050192,0.051729,0.050588,0.047708,0.052084,0.051631,0.049137,0.049538,0.048666,0.048215,0.051841,0.050148,0.048647,0.049519,0.051008,0.051516,0.047410,0.050316,0.049552,0.050528,0.049284,0.050425,0.050681,0.046181,0.050480,0.050696,0.049361,0.049222,0.049243,0.048825,0.050983,0.049651,0.050331,0.049922,0.050701,0.051771,0.048846,0.052593,0.050278,0.049865,0.051969,0.050908,0.050542,0.046730,0.053119,0.052517,0.047740,0.049601,0.048827,0.050261,0.052037,0.049893,0.048261,0.049737,0.052148,0.051754,0.045543,0.049073,0.049475,2.984743,0.038251,0.049180,0.092896,0.065574,0.049180,0.076503,0.010929,0.043716,0.049180,0.038251,0.027322,0.081967,0.060109,0.027322,0.081967,0.016393,0.043716,0.032787,0.049180,0.065574,2.895232,183,0.087432,0.366120,0.911165,0.923077,0.000000,0.166667,0.639344,0.664825,0.997599,0.994475,4.439882,-0.101792,0.999908,0.073409,0.674033,0.470083,0.414610,0.970980,0.994475,3.442640,-0.009112,0.985934,0.033324,0.110497,0.502839,0.161334,0.335827,0.087480,0.060183,0.031184,0.006618,-0.009780,-0.017041,-0.018598,-0.017619,-0.016015,0.058590,0.054265,0.049729,0.044682,0.039450,0.034478,0.029475,0.023979,0.018905,0.083091,0.060316,0.034986,0.013395,-0.000426,-0.006054,-0.006588,-0.004919,-0.002222 ,15
0.051464,0.049032,0.051456,0.050608,0.046439,0.051234,0.051623,0.048680,0.049841,0.048753,0.048700,0.051530,0.050629,0.050369,0.049173,0.051073,0.051006,0.047336,0.050375,0.050680,0.050135,0.048881,0.051163,0.050242,0.045462,0.049625,0.050232,0.048373,0.049788,0.048982,0.048727,0.050921,0.050506,0.051425,0.049072,0.050485,0.052706,0.050188,0.053300,0.049784,0.050642,0.051039,0.051723,0.051562,0.046897,0.051494,0.051742,0.047765,0.047972,0.049559,0.049324,0.053006,0.049685,0.048932,0.049493,0.052640,0.052587,0.044693,0.049468,0.049776,2.982056,0.040462,0.040462,0.115607,0.052023,0.063584,0.046243,0.023121,0.057803,0.080925,0.028902,0.040462,0.086705,0.080925,0.017341,0.034682,0.017341,0.040462,0.023121,0.057803,0.052023,2.875786,173,0.069364,0.416185,0.891861,0.909091,0.000000,0.200000,0.673409,0.651462,0.997254,0.994152,4.392012,-0.065639,0.999894,0.076476,0.666667,0.442192,0.409838,0.971630,0.994152,3.451060,0.018688,0.986403,0.034466,0.122807,0.490146,0.112958,0.396896,0.099947,0.070109,0.037528,0.008655,-0.012765,-0.029159,-0.037577,-0.038596,-0.032570,0.049656,0.044975,0.038843,0.032408,0.026366,0.020695,0.015514,0.010485,0.005292,0.109697,0.083554,0.054813,0.028353,0.007256,-0.009284,-0.018817,-0.020486,-0.014613 ,15
0.050685,0.050044,0.051200,0.050460,0.045447,0.050960,0.052674,0.048185,0.049358,0.050151,0.049873,0.051750,0.051265,0.050559,0.048175,0.051054,0.051672,0.045165,0.050325,0.050997,0.049371,0.049893,0.050817,0.050338,0.046259,0.050164,0.051569,0.049036,0.051462,0.049066,0.048519,0.052267,0.049954,0.050152,0.047958,0.050643,0.052487,0.047006,0.052485,0.050552,0.050640,0.051633,0.050415,0.050357,0.047487,0.053638,0.053494,0.047915,0.050415,0.049447,0.050056,0.052251,0.049975,0.048461,0.049100,0.051159,0.051502,0.043696,0.048552,0.049806,2.980907,0.030488,0.042683,0.067073,0.103659,0.079268,0.073171,0.036585,0.030488,0.048780,0.036585,0.054878,0.067073,0.073171,0.030488,0.060976,0.012195,0.042683,0.024390,0.048780,0.036585,2.901453,164,0.091463,0.463415,0.935476,0.900000,0.000000,0.222222,0.686047,0.631470,0.996236,0.993827,4.441379,-0.193559,0.998543,0.080827,0.685185,0.382090,0.420367,0.966436,0.993827,3.439099,-0.064368,0.984860,0.034861,0.080247,0.439492,0.141903,0.418605,0.108560,0.071571,0.033158,-0.002956,-0.029355,-0.046730,-0.052955,-0.045774,-0.029318,0.062877,0.056354,0.049268,0.040986,0.032850,0.025559,0.018889,0.012767,0.007453,0.127599,0.096524,0.063637,0.034362,0.014563,0.002712,-0.002453,-0.000566,0.009207 ,15
0.051624,0.049424,0.050530,0.051429,0.046095,0.052009,0.052626,0.048485,0.050011,0.049204,0.048970,0.051540,0.051506,0.048957,0.050884,0.050803,0.051505,0.045080,0.049071,0.050246,0.049809,0.049286,0.050160,0.049219,0.045261,0.050227,0.051061,0.047149,0.051538,0.050664,0.049641,0.052046,0.050371,0.051631,0.046405,0.049931,0.052920,0.047831,0.053561,0.051288,0.049681,0.052225,0.051180,0.051691,0.046097,0.053486,0.053966,0.047671,0.050826,0.048965,0.049754,0.053178,0.050025,0.048361,0.049307,0.050461,0.051771,0.043809,0.048258,0.049288,2.981382,0.036145,0.048193,0.066265,0.108434,0.084337,0.048193,0.048193,0.054217,0.036145,0.018072,0.054217,0.066265,0.060241,0.054217,0.048193,0.012048,0.066265,0.012048,0.042169,0.036145,2.889466,166,0.090361,0.469880,0.933388,0.900000,0.000000,0.222222,0.689758,0.620230,0.997105,0.993902,4.408613,-0.110176,0.999397,0.079556,0.579268,0.377366,0.417926,0.970283,0.993902,3.458282,-0.064047,0.987290,0.035775,0.109756,0.445500,0.140704,0.413796,0.107562,0.072376,0.037168,0.005507,-0.017371,-0.028987,-0.028719,-0.018668,-0.006831,0.059404,0.053493,0.046932,0.040179,0.033688,0.028060,0.022875,0.017384,0.011808,0.121097,0.092213,0.062799,0.036871,0.017248,0.004735,-0.000080,0.002277,0.008149 ,15
0.050952,0.049304,0.051225,0.050435,0.045616,0.052393,0.051639,0.047079,0.048722,0.049816,0.049941,0.052964,0.052689,0.050421,0.047052,0.051327,0.051716,0.046298,0.049836,0.050573,0.049154,0.048856,0.053048,0.051905,0.045780,0.050765,0.052823,0.050068,0.049434,0.049196,0.047260,0.053246,0.049433,0.049336,0.046719,0.052692,0.055943,0.046165,0.048075,0.050103,0.048847,0.051779,0.050555,0.049771,0.046949,0.052375,0.052682,0.048084,0.049712,0.049945,0.048761,0.054744,0.049859,0.047445,0.045362,0.050617,0.053666,0.046596,0.049587,0.052663,2.981544,0.030303,0.037879,0.075758,0.090909,0.045455,0.060606,0.015152,0.037879,0.113636,0.037879,0.045455,0.068182,0.022727,0.037879,0.037879,0.030303,0.106061,0.022727,0.053030,0.030303,2.861629,132,0.113636,0.613636,0.901152,0.833333,0.090909,0.181818,0.748109,0.691473,0.994998,0.992308,4.725187,-0.324614,0.996551,0.155951,0.746154,0.235090,0.492546,0.986441,0.430769,3.381586,0.055212,0.975787,0.042582,0.069231,0.341800,0.113652,0.544548,0.069670,0.021683,-0.015208,-0.038793,-0.048849,-0.049732,-0.039827,-0.014146,0.017897,0.058772,0.051569,0.041944,0.034478,0.029978,0.026391,0.023659,0.022553,0.022484,0.107451,0.065020,0.033325,0.010896,-0.002219,-0.007002,-0.001404,0.016449,0.040676 ,15
0.050659,0.049056,0.050863,0.051013,0.046476,0.052022,0.052360,0.048327,0.048188,0.049015,0.049678,0.053068,0.052073,0.050257,0.047678,0.051701,0.051259,0.046329,0.049346,0.050634,0.048970,0.048434,0.052821,0.051061,0.045978,0.051437,0.052512,0.049311,0.048888,0.049643,0.048090,0.053766,0.049930,0.049552,0.046244,0.052579,0.056507,0.045496,0.047969,0.050810,0.049294,0.051690,0.051287,0.050502,0.047008,0.051572,0.052945,0.049288,0.049617,0.049877,0.048237,0.054335,0.049705,0.047376,0.045193,0.051289,0.053683,0.045702,0.049484,0.051914,2.980617,0.030534,0.038168,0.076336,0.091603,0.053435,0.068702,0.030534,0.045802,0.122137,0.038168,0.045802,0.061069,0.022901,0.030534,0.038168,0.030534,0.091603,0.022901,0.045802,0.015267,2.862916,131,0.061069,0.625954,0.827541,0.916667,0.000000,0.181818,0.781491,0.764777,0.996674,0.992248,4.705862,-0.234119,0.997466,0.143172,0.821705,0.268287,0.502301,0.966000,0.565891,3.567994,0.031565,0.979503,0.044919,0.116279,0.364075,0.084255,0.551670,0.075759,0.027766,-0.008956,-0.033031,-0.047705,-0.048589,-0.038534,-0.011236,0.025448,0.039932,0.035176,0.029111,0.023636,0.019067,0.014385,0.009205,0.005610,0.005230,0.105780,0.060887,0.025736,0.000316,-0.017609,-0.022882,-0.017196,0.005106,0.036137 ,15
0.050807,0.050079,0.050580,0.050784,0.044696,0.052398,0.051856,0.047703,0.048779,0.049806,0.049587,0.053458,0.051221,0.050357,0.047290,0.051845,0.051790,0.046333,0.049278,0.051352,0.049399,0.048402,0.053279,0.051755,0.045643,0.051185,0.052969,0.049264,0.048512,0.049614,0.047531,0.053618,0.050048,0.049141,0.045731,0.052935,0.056892,0.045769,0.047790,0.050523,0.049327,0.051603,0.050772,0.050632,0.047202,0.051187,0.052555,0.049722,0.049324,0.049725,0.047848,0.053370,0.049667,0.047676,0.045720,0.051545,0.053978,0.046505,0.049531,0.052111,2.980855,0.030534,0.015267,0.076336,0.083969,0.068702,0.068702,0.030534,0.053435,0.106870,0.030534,0.045802,0.068702,0.015267,0.030534,0.030534,0.030534,0.114504,0.030534,0.053435,0.015267,2.835016,131,0.114504,0.549618,0.943556,0.833333,0.090909,0.181818,0.716610,0.658188,0.992455,0.992248,4.417567,-0.350982,0.995951,0.111876,0.744186,0.288112,0.468508,0.970269,0.565891,3.516826,-0.049009,0.975181,0.042255,0.116279,0.373569,0.107453,0.518978,0.086282,0.031995,-0.014362,-0.048329,-0.066056,-0.065735,-0.051463,-0.015634,0.026569,0.057136,0.048195,0.038573,0.029559,0.025090,0.022660,0.020404,0.020694,0.021838,0.118625,0.072150,0.032289,0.001523,-0.017738,-0.022406,-0.012565,0.015116,0.048534 ,15
0.050945,0.049824,0.051257,0.050787,0.045355,0.052927,0.051608,0.048348,0.048714,0.049145,0.049379,0.053071,0.051187,0.049953,0.047581,0.051802,0.051697,0.046045,0.049378,0.050997,0.049442,0.048564,0.053642,0.052156,0.045585,0.050901,0.053236,0.049765,0.048373,0.049417,0.047562,0.053445,0.049909,0.048867,0.046311,0.052752,0.056726,0.045514,0.047684,0.050151,0.048956,0.051629,0.050286,0.049825,0.046951,0.052083,0.053278,0.048773,0.050022,0.049829,0.048557,0.054313,0.050036,0.047358,0.045447,0.050959,0.053928,0.046369,0.049875,0.051526,2.981715,0.021898,0.021898,0.080292,0.094891,0.058394,0.072993,0.029197,0.051095,0.116788,0.029197,0.043796,0.065693,0.021898,0.029197,0.043796,0.029197,0.109489,0.029197,0.036496,0.014599,2.830133,137,0.131387,0.569343,0.948401,0.833333,0.090909,0.181818,0.717156,0.658043,0.993952,0.992593,4.777911,-0.343368,0.996304,0.130344,0.740741,0.258117,0.491653,0.972791,0.422222,3.531065,0.027453,0.979087,0.041669,0.081481,0.353363,0.140244,0.506394,0.082022,0.035703,-0.006960,-0.037797,-0.055433,-0.058335,-0.048442,-0.023255,0.008264,0.076206,0.068617,0.060355,0.053674,0.047765,0.041880,0.036639,0.034039,0.033537,0.121856,0.082775,0.044892,0.014888,-0.005198,-0.013618,-0.010006,0.006479,0.029613 ,15
0.052903,0.049558,0.050621,0.052256,0.045728,0.051979,0.051884,0.050465,0.049266,0.050666,0.050324,0.050011,0.052186,0.048295,0.048269,0.051651,0.051403,0.044222,0.047638,0.050674,0.051751,0.051862,0.052036,0.050601,0.046482,0.050955,0.052249,0.051193,0.048861,0.048539,0.047247,0.051993,0.049020,0.050127,0.049266,0.051864,0.051773,0.045357,0.049914,0.048908,0.051257,0.050727,0.050514,0.048975,0.046255,0.052023,0.049539,0.047816,0.049340,0.050199,0.049747,0.051602,0.051857,0.050382,0.047529,0.050836,0.051310,0.047112,0.051219,0.051762,2.982579,0.072000,0.016000,0.104000,0.032000,0.080000,0.096000,0.040000,0.072000,0.032000,0.040000,0.048000,0.072000,0.064000,0.016000,0.096000,0.024000,0.032000,0.032000,0.008000,0.024000,2.825446,125,0.064000,0.344000,0.853370,0.857143,0.000000,0.166667,0.638008,0.653339,0.996736,0.991870,4.238224,-0.544394,0.997960,0.125862,0.780488,0.511519,0.440357,0.980630,0.991870,3.392882,-0.134160,0.986077,0.057582,0.308943,0.518289,0.152527,0.329184,0.070804,0.049772,0.028166,0.006461,-0.011543,-0.021168,-0.025065,-0.020391,-0.011064,0.028390,0.023707,0.019100,0.012270,0.005845,0.001124,-0.003573,-0.006119,-0.006595,0.077103,0.060652,0.043344,0.027677,0.014023,0.006802,0.005759,0.010901,0.018708 ,15
